Address of your company?,question
Address of abcd company?,question
How to reach out to abcd company team?,question
How to get in touch with your team?,question
Your team can be reached how?,question
Your helpline number?,question
Your company's address?,question
How to meet you,question
Your email address to reach?,question
You have any branch at kolkata?,question
How contact representative?,question
How do i contact you?,question
How to get in touch with the your team?,question
How to contact you?,question
What is your helpline number?,question
Which number I should call to reach you?,question
Which number can I call to discuss?,question
Which email should I use to reach to you?,question
Which email I must use to reach to you?,question
Give me your number need to speak,neutral
Give me your mobile no,neutral
Give me the mobile number and i will call you,neutral
Email I must use to co-ordinate with you,neutral
Getting in touch,neutral
I need help. Connect me with support.,question
Need a telephonic call,neutral
Need a person to chat with me,neutral
Need human agent,neutral
Need customer care,neutral
Guide me please regarding the loan?,question
Contact me on my personal number 9999999999,neutral
Did not solved my query,neutral
Contact me please,neutral
Guide me please,neutral
Call me later,neutral
Call me at my phone number?,question
999999999 call me now,neutral
arrange call for me,neutral
call me at my number,neutral
Should I get a call back tomorrow?,question
Can I call tomorrow?,question
Contact me at my mobile number,neutral
Call on the mobile number 9999999999,neutral
Call on my phone number 9999999999,neutral
Contact me at my phone number,neutral
Call on 9999999999 now,neutral
Please get me human to solve my query?,question
Please call me on my number,neutral
Want a person to chat,neutral
Please contact me now,neutral
Call me on my number,neutral
Want to chat with a person,neutral
What is your email ID?,question
Need to speak to an executive,neutral
Need to get in touch with the your team?,question
Need to contact customer care.,neutral
Need to contact customer care agent.,neutral
Need to contact customer care executive,neutral
Need to contact customer care agent now please,neutral
In which number should I reach to you?,question
In which number can I reach your team?,question
In which email to reach you?,question
How to reach you ?,question
can i meet any one in bank?,question
Can I please contact customer care?,question
can u tell me your Email id ?,question
Can you provide executive number help,neutral
Can you share the contact details of the support,neutral
Need to contact you guys,neutral
Need to get in touch with the Simpler Loan team?,neutral
can i get phone number of your company,neutral
Can I get a telephonic call?,question
I wan to speak to executive,neutral
Is it possible to meet any one in bank,neutral
I want to speak with you,neutral
I want to contact concerned people.,neutral
I want to contact your team,neutral
I want to tak to you,neutral
I want to talk to customer care executive,neutral
How to reach out to your team?,question
Email I can use to reach you?,question
Do you have any branch?,question
Customer support?,question
Customer service?,question
Please call me at my number,neutral
No answering correctly,neutral
Need to contact your team,neutral
Need to contact human,neutral
How to get in touch with customer service?,question
What is your customer care no. ?,question
Number I can call to discuss,neutral
What is your toll free number,neutral
What's the Email ID of abcd company,neutral
Where are your branches?,question
Where is your office located?,question
Where is your office?,question
Kindle send you are mobile no or email IDentification,neutral
i wish to talk with representative,neutral
Kindly send you are customer care no,neutral
Let me speak with an executive,neutral
Need to contact concerned persons,neutral
Want to meet your executive,neutral
want to talk to executive,neutral
What are the customer care contact?,question
What is email ID of your company?,question
What is the toll free number of abcd company,neutral
What is the toll free number,neutral
What is the nearest branch?,question
What is the email address to reach you?,question
How can the the your team be reached?,question
How can the abcd company team be reached?,question
How can I speak to an executive,question
How can I reach your team for a query?,question
How can I contact you?,question
Give your contact number.,neutral
abcd company team can be reached how?,question
abcd company email address?,question
abcd company office is located where?,question
Any branch at delhi?,question
Want to meet the executive for loan information,neutral
Want to communicate. So give me your number,neutral
To reach you which email address?,question
Tell me the number in which I could reach?,question
Please send you are number,neutral
Please provide phone no.,neutral
Please provide me the to contact person,neutral
Pease tell mobile number. I need to speak,neutral
Please provide me the real person,neutral
Please give your mobile no or email ID,neutral
Number to reach you,neutral
Need to chat with human,neutral
i want to know your office address in punjab?,question
Lost Aadhaar,neutral
I currently don't have Aadhaar card What can I do?,question
I do not have aadhaar card can I apply for loan,neutral
i do not have addhar card can I get loan,neutral
I do not have an Aadhaar Card. What should I do?,question
If Aadhaar card goes missing would I be able to give my application?,question
If my Aadhaar card is lost can I still submit my application?,question
I lost my aadhaar can I still apply?,question
Is Aadhaar card mandatory for filling the loan application?,question
Is it compulsory to give Aadhaar card for the sanction of this loan?,question
Is it mandatory to give Aadhaar card for loan?,question
No Aadhaar,neutral
No Aadhaar. Can I apply?,question
No aadhaar. Can I still get the loan?,question
No aadhaar here. Can I still get a loan?,question
No aadhaar here. Can I submit application?,question
Not having aadhaar. What to do?,question
Without the aadhaar get I still get loan?,question
Without having Aadhaar card can I submit my application?,question
What should I do if i don't have Aadhaar card?,question
What can I do if I lost Aadhaar card?,question
What can I do if I don't have Aadhaar card?,question
What are my options if I don't have the  Aadhaar card?,question
Tell me can you give me a loan without the Aadhaar card?,question
Aadhaar card is lost can I still submit my application?,question
Aadhaar card is missing.,neutral
Aadhaar card is missing What to do?,question
Aadhaar is lost what else can I do?,question
can I apply for loan even if I do not have addhar card?,question
Can I apply without having Aadhaar card?,question
Can I get loan without the Aadhaar card?,question
Can I still get loan even without aadhaar?,question
Can I submit my application even if I dont have Aadhaar card,question
Don't have Aadhaar card Tell me what should I do?,question
How to get loan without Aadhaar card?,question
What address proof can I provide?,question
Types of address proofs I can give?,question
The types of proofs of address. Which I can give.,question
The proofs of address that I need to submit.,neutral
The business address proofs I can upload in the application?,neutral
The bills to be uploaded for proving the address?,neutral
The address proofs that can be uploaded in application?,neutral
The address proofs that are needed in this application?,neutral
Need to provide which address proofs?,question
In application which address proofs can be uploaded?,question
For proving the address what is the proofs I can upload?,question
For proving my address what address I need to give?,question
For proof of my address which bills do you need?,question
For address proof what bills can I upload?,question
For address proof what bills can Igive?,question
The personal address information I can upload in the application?,question
personal address proofs I'll have to provide?,question
personal address proofs I need to give?,question
personal address proofs I need to upload?,question
Please tell me what are different personal address proofs I can upload in this application?,question
Personal proofs to be added in application?,neutral
Personal proofs added on application?,neutral
Tell me what are the personal address proofs I can upload in the application?,question
Which personal address proofs can I upload in the application?,question
What types of personal address proofs can I provide?,question
What types of personal address information can I upload as part of the application?,question
What personal address can I give for my address,question
What are the personal address proofs I can upload in the application?,question
The personal address proofs I can upload in the application?,neutral
Address information I can upload in the application?,neutral
Address proof I have to provide,neutral
Address proofs I can upload in the application?,neutral
Address proofs I'll have to provide?,neutral
Address proofs I need to give?,neutral
Address proofs I need to upload?,neutral
Bills for proof of address?,neutral
Bills I can give for address proof?,neutral
Bills I can upload for proof of my address?,neutral
Bills that I can give for the address proof?,neutral
Bills to give for proof of address?,neutral
Bills to give for proving the address,neutral
Bills you need to address proof?,neutral
personal address proofs can I give in the application?,neutral
personal address information I can upload in the application?,neutral
For the application what are the personal adresss information I can upload?,question
Different personal address proofs I can upload in this loan application?,question
In loan application what are diifferent personal address proofs ?,question
home or personal address proofs can I upload as part of the application?,neutral
For the application what are the personal adresss proofs I can upload?,neutral
Which address proof should I give to you?,question
Which address proofs do I need to provide?,question
Which address proofs do I need to give?,question
Which address proof do you need from me?,question
What to upload for proving my address?,question
what bills to give for address proof?,question
What are the types of address proofs I need to give?,question
What address proofs are accepted?,question
Types of address proofs that can be uploaded?,question
Personal address proofs can I provide in loan application?,question
Process of application process for getiing the loan?,neutral
Process of abcd company direct applying?,neutral
Process of abcd company direct application process for getiing the loan?,neutral
Process of abcd company direct application?,neutral
Process for applying for this loan?,neutral
Process for applying for abcd company direct?,neutral
Procedure to take loan?,neutral
Procedure to have finance?,neutral
procedure to get finance for business?,neutral
procedure to get finance?,neutral
Procedure to apply for loan?,neutral
procedure of this loan application procedure for getiing the loan?,neutral
Please tell How can I apply for abcd company direct?,question
Please tell me the process for getting the loan?,question
Please tell me the process in order to apply for abcd company direct?,question
Please tell me the ways for applying for abcd company direct?,question
procedure of abcd company direct application procedure for getting the loan?,neutral
Procedure for loan sanction,neutral
procedure for applying for simplerloan?,neutral
procedure for applying for abcd company direct?,neutral
Please tell the process of abcd company direct application to get loan?,question
Please tell the process for registering abcd company direct?,question
Please tell the process for applying this loan?,question
Please tell the process for applying abcd company direct?,question
Please tell the procedure of this loan application to get loan?,question
Please tell the procedure of application to get loan?,question
Please tell the procedure of abcd company direct application to get loan?,question
Can you please tell me the process of abcd company direct application?,question
Can you please tell me what are the ways to apply for abcd company direct?,question
Can you please tell me what are the ways to register for abcd company direct?,question
For sanction of loan what is the process?,question
For taking the loan what is the process?,question
For the loan requirement what is the process?,question
Guide me the loan process,neutral
Please tell the procedure for applying abcd company direct?,question
Please tell me the ways for registering for abcd company direct?,question
Can you please tell me the procedure of this loan application?,question
I want Business loan for amount 2 lacks how can I proceed?,question
I want Business loan for amount 2 lacks how to proceed?,question
Would like to know how can I get loan?,question
With the process of loan please guide me,neutral
Where can I register for a abcd company direct?,question
Where can I apply for a abcd company direct?,question
this loan moblie application process?,neutral
To get loan how to I sign up?,question
how to get loan,question
How to fill the loan application,question
How to fill the application?,question
How to do the loan application?,question
How to apply for loan ?,question
how to apply for loan,question
How to apply for business loan?,question
How to apply for abcd company direct loan?,question
How to apply?,question
How I will get loan?,question
How is the process to apply for this loan?,question
I want to know the procedure for loan,neutral
Can you please tell me the procedure of application?,question
Can you please tell me process for the loan?,question
Can you please tell me about process of abcd company direct application?,question
Can you please tell me about procedure of abcd company direct application?,question
CAn I get your application form?,question
As I want a new loan what is the procedure for that?,question
abcd company direct registering process?,neutral
abcd company direct online applying process?,neutral
abcd company direct online applying procedure?,neutral
abcd company direct moblie application process?,neutral
abcd company direct moblie application procedure?,neutral
abcd company direct applying process?,neutral
abcd company direct applying procedure?,neutral
abcd company direct applying how?,neutral
abcd company direct apply,neutral
abcd company direct application process?,neutral
abcd company direct application procedure?,neutral
How do I proceed for loan,question
How to proceed for loan,question
How should I proceed for loan?,question
I want to know how does this application work?,neutral
I want loan what's the process?,neutral
I need to know what is process of loan for a new business,question
I need loan tell me the process?,neutral
I need loan so what is the process?,question
I need a loan. How to get it??,question
I have a business what is the paper work for taking this loan facility?,question
How would one apply for abcd company direct?,question
How will I get loan?,question
What's the abcd company direct applying procedure for taking the loan?,question
What's the abcd company direct applying process for taking the loan?,question
What's the applying process for the loan?,question
What's the loan process?,question
Whats the loan process?,question
What's the procedure for applying abcd company direct?,question
What's the procedure for registering abcd company direct?,question
What's the procedure to start new businesses?,question
What's the process for applying this loan?,question
What's the process for registering abcd company direct?,question
What to do for loan application?,question
Help me with the loan procedure,neutral
Guide me through the process of loan?,neutral
How apply for abcd company direct loan?,question
How will get loan,question
How to start application for loan?,question
How to I sign up to get the loan,question
How to I sign up for the process of loan,question
Can you please tell me the process?,question
To get this loan ewhta is the procss?,question
want to know how is the application process?,question
Want to know procedure for loan?,neutral
Want to know the application procedure,neutral
want to know the procedure for application,neutral
Want to know the procedure of this loan?,neutral
Want to know the process of loan application,neutral
Want to know the process to start new business,neutral
What are steps to get the loan?,neutral
How to I sign up for the loan,question
How to I sign up,question
How to get the loan?,question
What's the process for applying abcd company direct?,question
What are the details to apply for the loan?,question
What are the ways to apply for abcd company direct?,question
What are the ways to register for abcd company direct?,question
What is Loan procedure?,question
What is the application process?,question
What is the applying process?,question
What is the procedure for this loan?,question
What is the procedure to get finance,question
What is the process and paper work for taking this loan?,question
What is the process for getting finance?,question
What is the process for getting the loan?,question
What is the process for the sanction of loan?,question
What is the process of applying for abcd company direct?,question
What is the process of applying for this loan?,question
What is the process of registering for abcd company direct?,question
What is the process of taking the loan?,question
What is the process to apply for abcd company direct?,question
What is the process to apply for simplerloan?,question
What is the process to get finance?,question
What is the process to start new business?,question
What is your application process?,question
What is your loan process?,question
What is your process of application?,question
What's the abcd company direct application procedure for taking the loan?,question
What's the abcd company direct application process for taking the loan?,question
How is the process to apply for abcd company direct?,question
How is the procedure to apply for abcd company direct?,question
How is the possible to take loan?,question
How is it possible to get loan?,question
How I can get the loan?,question
How getting loan?,question
How get loan?,question
How do I applying for abcd company direct?,question
How do I apply for loan?,question
How do I apply?,question
How can I take loan from your company?,question
How can I have a business loan?,question
How can I get the loan please tell me the process,question
How can I get It Please Tell me for process,question
How can I get a loan from you?,question
How can I fill the loan application?,question
How can I apply for the business loan?,question
How can I apply for loan?,question
how can I apply for loan,question
How can I apply for abcd company direct?,question
How can get loan,question
The process of abcd company direct applying to get loan?,neutral
The process of abcd company direct application to get loan?,neutral
The procedure of this loan application to get loan?,neutral
The procedure of simplerloan application to get loan?,neutral
The procedure of abcd company direct applying to get loan?,neutral
The procedure of abcd company direct application to get loan?,neutral
Tell me the process to get this loan?,neutral
Tell me the process of abcd company direct application ?,neutral
Tell me the process for applying for this loan?,neutral
Tell me the procedure of this loan application?,neutral
Tell me the procedure of abcd company direct application ?,neutral
tell me the procedure for applciation,neutral
Tell me about the process to apply for simplerloan?,neutral
Tell me about the process to apply for abcd company direct?,neutral
Steps to get the loan,neutral
Steps for availing the loan,neutral
Send me your application form,neutral
Process to get loan for business?,neutral
Process to get business loan?,neutral
Process to apply for loan?,neutral
Process to apply?,neutral
Process of abcd company direct applying process for getiing the loan?,neutral
Need offline application form,neutral
Need the details to apply for loan?,neutral
Need the process for loan,neutral
need to know the loan process,neutral
Need your application form,neutral
please guide me the with procedure of the loan?,neutral
Please send application form,neutral
I want to know what is process of loan for a new business,question
I would like to know the process of application,question
I would like to know the process of loan,question
loan application procedure?,neutral
Loan applying process?,neutral
Loan apply karna hai,neutral
Mobile app abcd company direct applying procedure?,neutral
Mobile app loan applying procedure?,neutral
Nedd help with loan procedure,neutral
Need loan so how is it possible?,question
What is process for enrolling for sodexo pass?,question
Give me the application process,neutral
How will I create a new account?,question
How do I enroll for a meal pass?,question
How to sign up?,question
How do I register?,question
Can you please tell me the process of sodexo pass application?,question
Can you please tell me the process?,question
Can you please tell me the procedure of this pass application?,question
Can you please tell me the procedure of application?,question
Sodexo meal pass registering process?,neutral
Sodexo pass online applying process?,neutral
Sodexo pass online applying procedure?,neutral
Apply through mobile or website?,neutral
Sodexo moblie application procedure?,neutral
Sodexo applying process?,neutral
Sodexo applying procedure?,neutral
Sodexo pass applying how?,neutral
Sodexo pass apply,neutral
Sodexo pass application process?,neutral
Sodexo pass application procedure?,neutral
How should I proceed for pass?,question
How do I proceed for meal pass,question
How to proceed for pass,question
What is the process for getting the pass?,question
Need a new meal pass how to apply,question
New pass needed,neutral
How to apply for a new pass,question
How to register for a new meal pass,question
How to apply for meal pass?,question
Process for registration,neutral
Register for premium pass,neutral
Apply for premium pass?,neutral
Register for meal pass.,neutral
How to apply?,question
Application process?,neutral
Registration method?,neutral
Process of application,neutral
How do I apply?,question
Give me the registration procedure,neutral
What form do i have to fill for enrolling into sodexo,neutral
How can i join sodexo?,question
How can i book my sodexo pass?,question
Can you guide me through your company's enrollment procedure,question
Sign up for sodexo pass/card,neutral
Apply for meal pass.,neutral
Registration process for meal pass?,question
Application process for meal pass?,question
How to apply/register?,question
What is the registration process?,question
How do i utilize serves provided by your company,question
Process of signing up for sodexo,neutral
Hw do i register?,question
Can i signup here?,question
Cn u hlp me with registration?,question
Where can I apply or register for a Sodexo card?,question
How to register?,question
Process of registering?,question
How do I apply for meal pass?,question
What is the application process?,question
Apply kaise kare?,neutral
Application method?,neutral
Time it takes to get the loan to be approved?,neutral
Time it will take to get a loan approval?,neutral
Time it will take to get a loan sanctioned?,neutral
Time needed for the loan approved?,neutral
Time needed for the loan granted?,neutral
Time need for the loan approval?,neutral
Time required for loan approval?,neutral
Why is this approval taking so much time?,question
What's the time you take for approving any loan,question
What's the time you need to sanction my loan,question
What's the time you need to approve my loan,question
What is the time duration for approval?,question
What is the approval time for this loan?,question
Where are you taking so time time for approval?,question
Too much time for approval,neutral
Time you need for giving me a loan granted?,neutral
Time you need for giving me a loan approved?,neutral
Time you'd take for process the loan sanction,neutral
For this loan what is the approval time?,neutral
How long does it take for a loan to be approved?,question
How long will it take to get the money after loan has been sanctioned?,question
How long will it time required after the loan has been granted?,question
How long will you take to give me loan amount after the loan has been approved?,question
How many days does loan approval take?,question
How many days will loan approval take?,question
How much time does it take for loan approval?,question
How much time for approval of loan?,question
How much time is needed for approval of loan?,question
How much time will be required for loan approval?,question
How much time will it take to approve my loan?,question
How much time will it take to sanction my loan?,question
how much time you are going to to take for approval of loan?,question
How much time you need to give me loan amount after the loan is approved?,question
How much time you need to give me money after the loan is approved?,question
In how many days after submitting is the loan approved?,question
In how many days is the the loan approved?,question
In how much time can you you give the loan,question
In how much time will I get loan after applying?,question
Loan approval is taking lot of time,neutral
Loan approval takes how much time?,neutral
Loan is approved in how many days?,neutral
The loan approval is going for a long time,neutral
Time for approval is very much,neutral
Time it takes to get the loan to be granted?,neutral
Time you need for approval,neutral
Time you'd take for process the loan approval,neutral
Time required for loan sanction process,neutral
Time required for loan approval process,neutral
After applying in how much time will I get loan?,question
After applying loan will get in how much time?,question
After loan application how much time required?,question
After the loan process how much time is required?,question
After the process how much time needed?,question
Already applied in how much time will I get loan?,question
Approval is taking very much time...,neutral
Approval time is too long.,neutral
Approval time is very much,neutral
For approval of loan how much time is required?,neutral
For getting this loan what is the time required for approval?,neutral
For loan approval how much time will be required?,neutral
for loan what is the approval time?,neutral
For long time loan approval is going on,neutral
you cannot help me,neutral
I don't get response,neutral
Really bad support,neutral
No response from your side,neutral
Have not recieved responses,neutral
Do not recieved any response from you guys,neutral
You don't respond to my emails,neutral
You guys have a really bad service,neutral
No response of my emails,neutral
You have not responded to my email queries,neutral
abcd company has a bad support,neutral
You have a bad support,neutral
You really have a bad service,neutral
Bad service you have,neutral
I cannot find my current bank in net banking option,neutral
In net banking option I cannot find my bank,neutral
In net banking option I cannot find my current bank,neutral
My bank is not available in net banking option,neutral
My bank is not present in net banking choice,neutral
My bank is not present in net banking option,neutral
Bank is not there in banking options?,neutral
My bank is not supported,neutral
My bank is not there in options,neutral
My bank option is missing?,neutral
My current bank is not present in net banking option,neutral
Can you tell me why is my curent bank not present in net banking option?,neutral
My pank is missing from options?,neutral
No my bank is not present in the options,neutral
Why is my current bank not available in net banking option?,question
Why is my current bank not present in Net banking option?,question
Why is my current bank not present in online banking choice?,question
Why is my current bank not showing in the net banking option,question
Why si my bank not supported,question
Will I need an account of a specific bank for making the loan application?,question
Can you tell me why is my current bank not present in online banking choice?,question
Do I need to have an account of a certain bank for making the loan application because my bank is not avalable in net banking option,question
Do I need to have an account of a specific bank for making the loan application?,question
For making loan application do I need to have an account on a certain bank as my bank is not showing up in net banking option,question
For making loan application do I need to have an account on a specific bank?,question
For making loan application do I need to have an account on a specific bank because my bank is not present in net banking option,question
For the application of Loan will I have to make an account on a certain bank as in the net banking option my current bank is not available,question
Help me because I cannot find my bank in net banking option,neutral
Help me because I cannot find my current bank in net banking option,neutral
How should I proceed as I cannot find my bank in online banking choices?,question
I cannot find my bank in Net banking.,neutral
I cannot find my bank in net banking option,neutral
In net banking choice I cannot find my bank?,neutral
Bank is not there in the options,neutral
Bank not there on the options,neutral
cannot find my bank in net banking choice,neutral
Cannot find my bank in netbanking option,neutral
Bank is not supported by you,neutral
Bank is not present in the options,neutral
You do no support my bank,neutral
Would I need an account with a specific bank to make the loan application?,question
Will I need an account of a specific bank for making the loan application as I cannot find my current bank in net banking option?,question
Why is my bank not showing in the online banking choice?,question
Why is my bank not showing in the net banking option,question
Why is my bank not present in Net banking option?,question
Why is my bank is not present in net banking option?,question
Why is my bank is not present in net banking choices?,question
Why is my bank is not available in net banking option?,question
There is not my bank is net banking option?,neutral
There are Issues with net banking,neutral
Some Issues coming with net banking,neutral
Please tell me why is my current bank not present in net banking option?,question
Please tell me why is my curent bank not present in net banking option?,question
Please tell me why is my curent bank not available in net banking option?,question
What should I enter if my business category is not presented in the choices?,neutral
Cannot find Industry Type.,neutral
Cannot find Industry Type on the options.,neutral
Category I'm in is not present in the options,neutral
I cannot find my Business Category / Business Type in the options provided. What should I enter?,neutral
My business is not present on the category list,neutral
What should I enter if my business category is not presented in the options?,question
What should I enter if my business type is not presented in the options?,question
What to do as my business is not listed in the options?,question
What to do as my business is not listed on the categories?,question
What to do if my business category is not in the options?,question
What to enter if my my business category is not listed?,question
What to enter if my my business type is not listed?,question
Which option should I choose If my business category is not present?,question
Actually the business category I'm in is not present in the choices What should I do?,neutral
Actualy the business category I'm in is not present in the options What should I do?,neutral
if my business category is not present in the options,neutral
Industry Type is not there in the options.,neutral
In the business category my business is not listed What to do?,question
In the business type my business is not listed What to do?,question
In the options cannot find Industry Type.,question
In the options provided business category is not present What should I do?,question
My biz category is missing in the options What can I do?,question
My Business category is missing in the choices What can I do?,question
My Business category is missing in the options.,question
My Business category is missing in the options What can I do?,question
My business category is not there.,neutral
My business category missing from the options.,neutral
My business if different form the choices,neutral
My business is not listed in the options.,neutral
My business is not present on the category options.,neutral
My business is not there in category,neutral
My Business type is missing in the options What can I do?,question
The business I'm in is not there on the category list,neutral
What can I do even if my business category is not present in the choices?,question
What can I do even if my business category is not present in the options?,question
What should I enter if my biz type is not presented in the options?,question
Business category is not there in the options Which option should I chosse now ?,question
Business category missing from the options,neutral
Business category missing from the options. What should I do?,question
new companies can also apply?,question
Can I get loan for new enterprise?,question
Can I get loan for new venture,question
Can i get loan for start new business?,question
can i get loan to start new business?,question
Can new businesses also apply for loan?,question
Can new companies apply for loan?,question
I just opened a new business,neutral
I'm a beginner in business,neutral
I'm new in business so I can get loan?,question
I'm planning to start up,neutral
I'm starting business,neutral
I started my business last week,neutral
I started my business started last month,neutral
i started one my company last week,neutral
I starting new firm for business,neutral
I starting new firm for new business,neutral
Its a fresh company,neutral
i want create a business,neutral
i want the money to start a new business,neutral
I want to open a business,neutral
I want to open an enterprise,neutral
I want to start a business.,neutral
I want to start a service,neutral
I want to start a small business can you give me loan?,neutral
I want to start my business so need loan,neutral
I want to start my own enterprise,neutral
Loan available for company less than one year,neutral
Loan available for setting up new business,neutral
Loan for new business?,neutral
Loan give to start business now?,neutral
Loan is available for new businesses?,neutral
My business is new,neutral
My business is relatively new,neutral
my company is started 1 month before,neutral
My company just started months ago,neutral
Need to start own venture,neutral
New business can get loan?,neutral
New businesses can also apply for loans?,neutral
New businesses can get loans?,neutral
Can any fresher apply for loan?,neutral
New company can apply for loan?,neutral
Newly opened company,neutral
New venture can get loan?,neutral
Now starting a new business,neutral
Recently started my company,neutral
Sir I have opened new business,neutral
Started my company last month,neutral
Starting a business now,neutral
Starting a new business,neutral
The business I have is not so old,neutral
The business is relatively new,neutral
To start a business can you give me loan?,neutral
Want to build a new empire,neutral
Want to start a business,neutral
Want to start a business and need loan for that,neutral
Want to start a new venture,neutral
Want to start business needs loan for that,neutral
What to start new business for which I want loan?,neutral
Will you me loan to start my own business?,question
Would like to start a small company. Need loan for that.,question
New in business so can I get loan?,question
Apna business open karna hai sir,neutral
Business start karna hai,neutral
Business shuru karna hai,neutral
this is my first business,neutral
I am starting an online business,neutral
Can a new business get a loan from you?,question
This loan would be good for my business?,neutral
this loan is available to all kinds of business?,neutral
This loan caters to which kind of businesses?,neutral
The types of companies you give loan to,neutral
The loan you give is right for my company?,neutral
The kind of companies you give the loan?,neutral
The categories of company you give the loan to,neutral
Tell me the types of companies to which you give loan,neutral
Tell me the types of companies that can use this loan?,neutral
Tell me the types of companies that can use abcd company direct?,neutral
Tell me the business that I take loan from you?,neutral
Tell me the business that can use this loan?,neutral
Tell me the business that can use abcd company direct?,neutral
Providing loan is available for all kind of biz?,neutral
Only business who can apply for abcd company direct from abcd company?,neutral
Number of companies to give  the loan too,neutral
My business can avail abcd company direct from abcd company?,neutral
My biz can apply for loan?,neutral
Loan you give is to which types of companies?,neutral
Loan will be offered to which types of business?,neutral
Loan is provided to which type of businesses?,neutral
Loan is provided for which businesses?,neutral
loan is given to which firms?,neutral
Loan is given by you for which companies,neutral
loan can used by which business?,neutral
Loan can be taken by me?,neutral
Loan available for business like ours?,neutral
Keep simple tp,neutral
Is this type of loan right for my business?,question
Is this loan right for mine business?,question
Is Loan good for my business?,question
Is abcd company direct right for my business?,question
Is abcd company direct good for my business?,question
Is abcd company direct appropriate for my business?,question
I have a proprietorship. Can I apply?,question
I have a private company. Can I apply?,question
How is abcd company direct right for my business?,question
From you can I take the loan?,neutral
For what type of business this loan is provided?,question
Firms which can apply for this loan?,question
Do you offer loan to business like ours?,question
Can my business take loan from you?,question
Can my business avail abcd company direct?,question
Which business can take loan from you?,question
What types of companies do you give loans to?,question
What types of businesses does your loan caters?,question
What kind of companies use this loan,question
What kind of companies use abcd company direct,question
Can I take the business loan from your company?,question
Can I take the business loan from you?,question
Can I take loan from your company?,question
Can can be taken by any business?,question
Businesses which can avail services of abcd company direct?,neutral
Any business can take this loan?,neutral
abcd company provides loan to which type of business?,neutral
abcd company is for providing loan and is available for all kind of biz?,neutral
abcd company gives loan to which kind to businesses?,neutral
abcd company direct would be suitable for my business?,neutral
abcd company direct will be offered to which types of business?,neutral
abcd company direct is given to which of the businesses?,neutral
abcd company direct is given to what kind of businesses?,neutral
abcd company direct is delivered for what kinds of businesses?,neutral
abcd company direct is available for my business?,neutral
abcd company direct could be used for what type of business?,neutral
abcd company direct caters to what kind of business?,neutral
abcd company direct can used by which business?,neutral
abcd company direct can be used in my business?,neutral
abcd company direct can be used by which of the businesses?,neutral
abcd company direct can be used by business of which types?,neutral
Is this loan give only to firms?,neutral
Can my business apply for abcd company direct?,question
Who can take loan from abcd company?,neutral
this loan give only to business?,question
this loan give only to businesses?,question
this loan give only to companies?,question
What kind of business can take loan from you?,question
Types of companies you give loans to?,neutral
Types of business which can apply for this loan of abcd company?,neutral
Types of business that can have loan from you?,neutral
Types of business that can have loan?,neutral
Types of businesses which can apply for loan from your company?,neutral
Which businesses does this loan caters to?,question
Which type of business can apply for abcd company direct?,question
Which types of business can have loan from you?,question
Who can apply for abcd company direct?,question
Who can take loan from abcd company?,question
You will provide your loan to us?,neutral
Your company gives loan to what kind of businesses?,neutral
You provide loan of which business?,neutral
